wavenumber_cm-1,experiment,reference,conformer1,conformer2,dimer
484.0,0.021765714841967477,0.01536429409494302,0.015009750610514674,0.22569433559161856,1.3454411882427494e-08
485.0,0.021765714841967477,0.014636610367884183,0.013708357019806012,0.2299146009174394,2.490668738536606e-08
486.0,0.021765714841967477,0.013751428411974954,0.01234743466889766,0.23142452949980494,4.5473418772702405e-08
487.0,0.021765714841967477,0.012741909400461998,0.010968505752544669,0.23027219203224267,8.1880680554588e-08
488.0,0.021765714841967477,0.011643957546110072,0.009609429343572454,0.22661809970614719,1.4540702696077562e-07
489.0,0.021765714841967477,0.010494122125050251,0.008302848784308432,0.2207215812630908,2.5466480438523475e-07
490.0,0.021765714841967477,0.009327623646118166,0.007075156635442319,0.2129200726242169,4.398776616227591e-07
491.0,0.021765714841967477,0.00817664825446956,0.005945992948124789,0.20360332622015423,7.4933203428445e-07
492.0,0.021765714841967477,0.007069016843297262,0.004928243078440703,0.19318502838929824,1.2589140891181646e-06
493.0,0.021765714841967477,0.006027290411090571,0.0040284618162811274,0.18207450386250673,2.085918277334198e-06
494.0,0.021765714841967477,0.0050683269003791295,0.0032476243017963927,0.17065106847450015,3.4086144860648803e-06
495.0,0.021765714841967477,0.004203262563061529,0.0025820920089631378,0.1592431886454834,5.493357728885631e-06
496.0,0.021765714841967477,0.0034378571029868776,0.0020246830393264035,0.14811397978939062,8.73126716757414e-06
497.0,0.021765714841967477,0.002773119101507616,0.0015657476771282926,0.13745381356395103,1.3686615714289786e-05
498.0,0.021765714841967477,0.0022061174190469678,0.001194169314804804,0.12738000699419044,2.11589576722155e-05
499.0,0.02179737124697675,0.0017308846450772733,0.0008982338942789694,0.117942834490693,3.226055734182226e-05
500.0,0.02196607183569695,0.001339328242290818,0.0006663346083031084,0.10913652069338053,4.850973057220701e-05
501.0,0.022134772424417155,0.0010220810318086638,0.0004875000919967992,0.10091349596913986,7.193914286611467e-05
502.0,0.022303473013137353,0.0007692420743602806,0.00035175188519194424,0.09320005349301558,0.00010521582276182993
